gene,AT2,Ciliated,Basal,AT1,Secretory,Goblet
FAM138A,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AL627309.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
HES4,0.028357644,0.021768939,0.030004738,0.037225846,0.04649258,0.042738836
TTLL10,0.017106546,0.029058542,0.018639304,0.016072303,0.020139059,0.020778527
TNFRSF18,0.012758371,0.01275837,0.029525816,0.013742576,0.012622937,0.027923567
CFAP74,0.016089668,0.02584368,0.015555092,0.016934467,0.014738911,0.015068356
MORN1,0.025736172,0.023265406,0.02096383,0.02618193,0.021783667,0.02012975
TP73,0.016152352,0.021318648,0.02889137,0.016653154,0.013785073,0.018725136
Z98747.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LINC02782,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
HES3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
CLSTN1,0.03281016,0.026096614,0.04334068,0.035500582,0.03248066,0.034494918
C1orf158,0.013302629,0.025771948,0.013314282,0.012764468,0.01464248,0.013892677
LINC01784,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC245056.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
PRAMEF9,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
PRAMEF5,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
PRAMEF8,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC243961.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
PRAMEF17,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
PDPN,0.025558142,0.013524617,0.034715816,0.039404813,0.013084032,0.01604343
FHAD1,0.018142281,0.03978272,0.018062426,0.018044474,0.020139059,0.023142742
RSC1A1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AL355994.3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGSF21-AS1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AL591896.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
NBL1,0.020124946,0.01947698,0.0408694,0.026438834,0.020512084,0.032260384
PLA2G2E,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
UBXN10,0.020700743,0.030226495,0.014496644,0.013967004,0.017811343,0.020633034
AL139254.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
ECE1,0.024997804,0.017509017,0.0385497,0.032570105,0.035949383,0.037352704
AL592309.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
ALPL,0.04398276,0.0143888,0.02134843,0.028249975,0.031071885,0.038193908
LUZP1,0.030769693,0.018707091,0.036290184,0.026736252,0.030885944,0.030056057
AL445471.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AL445471.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AL020996.3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
UBXN11,0.028561229,0.035544228,0.024082385,0.028009703,0.025293192,0.023856496
SFN,0.040869404,0.018477226,0.0501049,0.036825575,0.034180254,0.037627913
SYTL1,0.032707464,0.026444662,0.041221518,0.035141498,0.032889962,0.03443812
CD164L2,0.024082387,0.033763204,0.023361992,0.020652484,0.019911947,0.019987598
AL137076.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AL161638.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AL161638.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
DCDC2B,0.018788638,0.029354589,0.013736011,0.0233893,0.015816296,0.015104916
MARCKSL1,0.022227151,0.01605211,0.02775898,0.022237772,0.040667575,0.039473888
GJB5,0.012129802,0.015505766,0.029482868,0.012135599,0.019940238,0.026955634
GJB3,0.013174635,0.014364875,0.029851042,0.020536553,0.019813156,0.028527154
TEKT2,0.01704209,0.03578899,0.017042087,0.018257793,0.019021012,0.017356778
OSCP1,0.031858083,0.035363093,0.022867015,0.027113983,0.022646176,0.022983404
CSF3R,0.043340683,0.013771349,0.013677184,0.02487175,0.017029917,0.015410988
AC117945.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
DNALI1,0.033333037,0.04376518,0.022867015,0.02932603,0.027043642,0.024626344
POU3F1,0.015827602,0.01208442,0.028725607,0.013308986,0.012234704,0.013563013
MFSD2A,0.04599975,0.017903326,0.028276786,0.026072755,0.025575351,0.02796325
CCDC30,0.031329386,0.03398248,0.020905145,0.035622086,0.023932671,0.020705685
SLC2A1,0.017956272,0.020353835,0.03610036,0.0154638905,0.028870735,0.032360453
FAM183A,0.022134854,0.062502906,0.025067085,0.021403389,0.027817907,0.023757912
CFAP57,0.018952394,0.02706297,0.014340964,0.020049166,0.015200316,0.013987355
KLF18,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
ARMH1,0.024825515,0.023491373,0.019365761,0.021269346,0.018720869,0.01733078
TCTEX1D4,0.019393528,0.037140653,0.01811564,0.017622111,0.019996902,0.02024399
CCDC17,0.018625766,0.041860327,0.02087585,0.019208897,0.020890215,0.021353528
TSPAN1,0.02974202,0.06634423,0.04140101,0.029799787,0.047916267,0.060309403
CYP4B1,0.040696643,0.055389773,0.04465849,0.059388485,0.047471117,0.049239893
AL691459.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AL592182.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AL592182.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC119428.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
HSPB11,0.036482345,0.0450103,0.037006717,0.033616662,0.03607458,0.03469528
LDLRAD1,0.015456504,0.043133486,0.019588625,0.022345928,0.02100763,0.02132374
LINC01755,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AL353681.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
FYB2,0.016303252,0.027680475,0.017509017,0.03894249,0.033522792,0.03059416
TACSTD2,0.040782753,0.043236673,0.059360113,0.051903646,0.055056717,0.0577397
AL592431.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
FGGY,0.048257083,0.02748552,0.027563281,0.034560174,0.0402451,0.035192378
C1orf87,0.012954447,0.028116046,0.013023859,0.020681545,0.013950361,0.013609949
AL162400.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AL162400.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
ROR1,0.036546927,0.012243447,0.013197877,0.053515058,0.015384025,0.015868708
TCTEX1D1,0.0136771845,0.029742017,0.013232765,0.014467575,0.016901467,0.013786426
WDR78,0.024182338,0.03907629,0.019954488,0.030107511,0.01946307,0.020430626
C1orf141,0.012827476,0.021408094,0.012494458,0.01470819,0.012382756,0.012360324
GADD45A,0.033069607,0.019714745,0.04069664,0.031297028,0.03557964,0.033287965
AL513285.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
ERICH3,0.016607037,0.04549521,0.018517666,0.016844705,0.019574637,0.017591693
AC133865.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC099786.3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC099786.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC099786.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
ST6GALNAC5,0.021111103,0.01281595,0.012152509,0.051280018,0.012485535,0.012132699
AC095030.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
NEXN,0.025951726,0.014761524,0.016089667,0.04216371,0.01626643,0.013609949
AL353651.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AL353651.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AL606519.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TTLL7,0.023041515,0.02216558,0.019007176,0.045893595,0.021377886,0.020044373
WDR63,0.017222885,0.028276786,0.013889359,0.025499506,0.017956687,0.013527847
ODF2L,0.037208065,0.044092935,0.030405805,0.039641645,0.04146201,0.039009202
CLCA2,0.012425865,0.013594963,0.031047393,0.013378995,0.031665534,0.032160882
LMO4,0.039230313,0.020846587,0.049398195,0.036499776,0.03759206,0.042540908
RPL5,0.05810942,0.04825708,0.062502906,0.046414334,0.05931772,0.05633878
F3,0.04292951,0.018815868,0.05348949,0.04245318,0.03859619,0.050116867
LINC01650,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LINC01761,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
BX005019.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
PALMD,0.019644612,0.023588866,0.02931202,0.020565491,0.024098434,0.01806674
AC104457.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
VAV3,0.017666161,0.017639916,0.029960698,0.019724166,0.023152653,0.02804285
NBPF4,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
NBPF6,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AL591719.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
C1orf194,0.021081585,0.06314944,0.022568466,0.021032691,0.026816871,0.02418811
KIAA1324,0.030093132,0.01919972,0.03009313,0.018580543,0.040927343,0.03923968
AL355990.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AL355990.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AL358215.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
PIFO,0.033872485,0.05892495,0.024115656,0.026661508,0.025610873,0.023922449
RHOC,0.03661178,0.019393528,0.046392158,0.033670712,0.041015025,0.04087916
LINC01765,0.012954447,0.028196255,0.012781394,0.012995347,0.014932502,0.013329122
AL136376.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
SPAG17,0.01942132,0.04365775,0.01622772,0.020220218,0.02074416,0.016534787
AL139420.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
PPIAL4F,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC241644.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC239802.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
RIIAD1,0.01569109,0.033333033,0.015186736,0.0194306,0.016646033,0.016080983
TCHHL1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AL589986.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
RPTN,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LCE3C,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LCE3B,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LCE3A,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LCE2D,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LCE2B,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LCE4A,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LCE1F,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LCE1D,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LCE1A,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LCE6A,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LELP1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
S100A7A,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
S100A2,0.030226497,0.019560674,0.067368716,0.025964126,0.037801612,0.041142467
S100A16,0.039464466,0.016811067,0.043982755,0.037361633,0.042018462,0.04490266
S100A14,0.049570818,0.01740468,0.050475467,0.037498645,0.044284515,0.049757954
C1orf189,0.015174521,0.022042885,0.01223207,0.015997246,0.012211968,0.012223615
MUC1,0.055692166,0.03265634,0.036546923,0.041330714,0.050629247,0.05126776
AC234582.1,0.024654515,0.022882828,0.01964461,0.025183443,0.018450573,0.017447934
LRRC71,0.0136067,0.026648771,0.013960332,0.014288076,0.014787216,0.014440142
OR10R2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR6K2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR6K6,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IFI16,0.03286174,0.01981322,0.044316165,0.025641426,0.038896088,0.037489682
CFAP45,0.020628111,0.035727445,0.018436842,0.020827305,0.017327253,0.018793125
LINC01133,0.016303252,0.014436694,0.028076058,0.017832592,0.027936608,0.032111343
KLHDC9,0.027524367,0.024928732,0.022474922,0.027075905,0.023216702,0.024088137
UFC1,0.04044145,0.053740736,0.04204849,0.036629274,0.04110327,0.040200412
PPOX,0.02613299,0.025522701,0.02414897,0.029368619,0.025188293,0.024054905
PCP4L1,0.029851045,0.013524617,0.035544228,0.014049999,0.018329713,0.02379073
CFAP126,0.016734414,0.04204849,0.017982777,0.016729644,0.02029627,0.020329975
AL590385.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AL451067.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
CCDC190,0.018423393,0.02622419,0.014628856,0.02112119,0.014259129,0.024728665
AL390730.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AL390730.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
CCDC181,0.023883749,0.02922716,0.020124944,0.019964026,0.021303423,0.021234572
AL162399.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
FMO2,0.023265408,0.017692424,0.040357403,0.04602173,0.044626597,0.032410704
ANKRD45,0.01992618,0.02099322,0.012827475,0.016462673,0.013585254,0.018468168
AL008626.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LINC01657,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AL358393.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LINC01699,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
GLUL,0.041310973,0.046392158,0.056325328,0.03988246,0.04886044,0.053502265
APOBEC4,0.013466087,0.021738678,0.012873604,0.0232444,0.012852881,0.013282499
AL596211.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AL591504.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LINC01351,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LINC01680,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
KCNT2,0.019449139,0.012609012,0.014496644,0.044679835,0.017956687,0.012109998
CFH,0.032103676,0.024620464,0.03978272,0.025605863,0.043520097,0.037216946
CFHR2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC103925.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
PKP1,0.012471583,0.012850532,0.033253577,0.0122037865,0.012451249,0.021086618
MYOG,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
PIGR,0.0493982,0.044316165,0.026704777,0.02582012,0.06455603,0.064617604
C4BPA,0.04442926,0.01636632,0.014858296,0.039562266,0.02939761,0.02177414
LINC02769,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LAMB3,0.036226656,0.01964461,0.047950514,0.04346628,0.030474331,0.03537154
AC105275.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC096637.2,0.012597545,0.02134843,0.012380192,0.0125576975,0.013585254,0.012451691
AL606537.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AL450990.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AL358452.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC093581.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC138024.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
SPATA17,0.025241235,0.034148853,0.017067855,0.02636512,0.017470416,0.017881155
AL355526.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LINC01710,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AL356364.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AL451081.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC096644.3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AL513314.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
ACBD3-AS1,0.01692638,0.02573617,0.016027095,0.022579253,0.014462317,0.017214047
AL353689.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
HIST3H3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
SPHAR,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LINC01737,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AL109810.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LINC01745,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AL358176.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
BECN2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AL606534.3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AL590483.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC104462.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR2G2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR2G3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR13G1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR14K1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR1C1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR11L1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR2AK2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR2M5,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR2M2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR2M7,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR14C36,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR2T4,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR2T6,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR2T1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR2T3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC138089.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR2T5,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC098483.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR2T29,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR2T34,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR2T10,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR2T35,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR2T27,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC105393.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LINC01874,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LINC01875,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC092159.3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC108462.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
MYT1L-AS1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC018685.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC019118.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC010907.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LINC01810,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LINC01824,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC092580.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
U91324.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC106875.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC096559.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC113608.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC010745.3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC010745.4,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LINC01866,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
VSNL1,0.013865732,0.013000709,0.03509516,0.013378995,0.012302977,0.018725136
LINC02850,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC115619.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
DRC1,0.013913005,0.033386208,0.015592131,0.016513364,0.017627317,0.016611
AC015977.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
PRR30,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IFT172,0.029785555,0.033493068,0.026389332,0.030556025,0.02648121,0.031384304
AC104695.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TOGARAM2,0.015765486,0.031234898,0.015592131,0.026848862,0.017496513,0.014512109
AC106870.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC009305.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
SRD5A2,0.012254828,0.020011192,0.012471582,0.012374693,0.0132698435,0.012865138
MORN2,0.03597508,0.055692162,0.028036153,0.031344358,0.030701872,0.029662326
ZFP36L2,0.037758406,0.022914484,0.04906055,0.035379995,0.03620078,0.03501519
SIX2,0.012758371,0.014580727,0.028317174,0.012294859,0.015420876,0.026543533
AC009234.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LINC01867,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC010967.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
C2orf73,0.013747788,0.024484774,0.013384278,0.01656413,0.014259129,0.01320103
CCDC85A,0.02131865,0.012129801,0.012175227,0.042649698,0.0120984595,0.01320103
AC007179.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
KIAA1841,0.024620466,0.025136583,0.019616606,0.033402167,0.025469122,0.027375959
AC114752.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LINC01628,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC007403.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC023115.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
GKN2,0.043551203,0.013442696,0.012300376,0.040802244,0.024842115,0.013987355
AC012366.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
WDR54,0.027897097,0.04574491,0.026949199,0.02422732,0.026444238,0.02535242
AC007681.1,0.021542832,0.013290975,0.014858296,0.019639986,0.04032858,0.023319218
LINC01851,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
REG3G,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
REG1B,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
REG3A,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC010975.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC016716.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LINC01815,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
DNAH6,0.02577195,0.038329672,0.015715871,0.025856033,0.020368021,0.015781669
SFTPB,0.076409504,0.022350734,0.023297558,0.06463305,0.063800536,0.02339986
IGKJ4,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGKJ3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGKJ2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGKJ1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGKV7-3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
