gene,AT2,Ciliated,Basal,AT1,Secretory,Goblet
LINC00273,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LINC02184,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC135776.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC135776.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC023824.5,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC023824.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC023824.4,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC018558.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC018558.3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC018558.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LINC02167,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC106785.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LINC02134,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC044798.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC007861.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC009166.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LINC01571,0.012540246,0.0262791,0.0141620925,0.01470819,0.014378524,0.014596239
AC009039.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LINC00919,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LINC02180,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC026462.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC007906.2,0.017522085,0.043982755,0.023458963,0.018097667,0.026518244,0.023432191
RPGRIP1L,0.025987858,0.024049163,0.0212889,0.027267,0.020685958,0.021502977
AC007907.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
CES1,0.038112875,0.047651686,0.027292386,0.030063244,0.039279863,0.033771265
AC007495.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC009102.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
MT1X,0.040357407,0.020905145,0.053244065,0.03473241,0.04183043,0.04478537
CX3CL1,0.020153454,0.018142281,0.03151984,0.01987914,0.03711413,0.029023545
ADGRG1,0.0288498,0.019254964,0.033872485,0.027693706,0.030656138,0.033447538
DRC7,0.012885144,0.023009693,0.012712361,0.014085621,0.01337472,0.012911315
CCDC113,0.022073505,0.032861736,0.021229502,0.01983679,0.018369947,0.018902222
RRAD,0.037549675,0.03840265,0.022443818,0.030807393,0.030027421,0.025107803
TPPP3,0.039782725,0.07358728,0.028684383,0.028169569,0.0313544,0.029404275
ZDHHC1,0.03036082,0.026352525,0.024215745,0.025534902,0.021125555,0.022951659
TSNAXIP1,0.014460664,0.022506066,0.016127264,0.020988546,0.014498282,0.013727516
CDH3,0.027062973,0.01587737,0.03575819,0.024734577,0.024568908,0.029619073
NQO1,0.033600606,0.039543364,0.03076969,0.032929197,0.03140192,0.0360462
HYDIN,0.021199854,0.04334068,0.020934472,0.020739757,0.02205774,0.018240055
CHST6,0.014055152,0.023523826,0.019827316,0.0154638905,0.018870566,0.031479556
TMEM231,0.024484776,0.03680798,0.022725154,0.024598219,0.02230384,0.02180444
AC092130.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC022166.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
DYNLRB2,0.022288868,0.05348949,0.02190555,0.020148821,0.023998834,0.02204815
AC009063.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
DNAAF1,0.02038258,0.053998105,0.020802751,0.021328837,0.02593319,0.020778527
AC010551.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
FAM92B,0.01681107,0.047800157,0.019089542,0.016072303,0.021497466,0.019930936
C16orf74,0.022599727,0.013524617,0.0348898,0.016780734,0.014738911,0.02138335
AC135012.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC092327.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC009108.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC009154.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC136285.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC092720.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC134312.3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
CYBA,0.038623776,0.043445516,0.04537221,0.037091255,0.05082235,0.055403005
AC138028.3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
SLC22A31,0.042530753,0.0132560395,0.012643435,0.029582994,0.019883687,0.012405984
SPATA33,0.027758984,0.029872924,0.024383523,0.028209733,0.023313092,0.024917444
LINC02166,0.015827602,0.023458963,0.014858296,0.0155872265,0.014462317,0.014034776
C17orf97,0.02570045,0.027563281,0.022088828,0.023928167,0.021602545,0.021865154
SERPINF1,0.028891372,0.026315778,0.05426194,0.02239242,0.05043942,0.045506075
hsa-mir-1253,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR1G1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR1A2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR3A1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR1E1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR1E2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TAX1BP3,0.038475994,0.017876886,0.04549521,0.038568124,0.035887156,0.034353282
ALOX15,0.014967461,0.03542324,0.03811287,0.014877517,0.020067891,0.035492096
VMO1,0.023654085,0.017929787,0.03720806,0.022268627,0.04485988,0.056670997
TEKT1,0.015977116,0.042879004,0.018409945,0.016147519,0.019351931,0.017881155
AC003688.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
SOX15,0.014364876,0.01615235,0.035183974,0.013742576,0.01233715,0.024831442
DNAH2,0.019700706,0.02775898,0.01711945,0.018675322,0.01737924,0.018522087
ALOX15B,0.042335764,0.01231177,0.014556685,0.02047877,0.01743131,0.012830539
TMEM107,0.032503877,0.030405805,0.026169423,0.02773294,0.02689219,0.024021722
AC135178.5,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
CFAP52,0.017287698,0.037343785,0.01774502,0.018257793,0.016747974,0.016789503
AC027045.3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
MYH8,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
DNAH9,0.017600592,0.04214357,0.017876886,0.017426027,0.019435247,0.015955962
AC005303.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
CDRT7,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
CDRT8,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC005703.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC005324.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LINC02090,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
DRC3,0.023009695,0.04454336,0.020758986,0.02500975,0.023507027,0.019761624
B9D1,0.033121966,0.036940187,0.024015985,0.02924113,0.026929952,0.025422806
AC004448.3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC004448.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
ALDH3A2,0.03734379,0.021497842,0.04454336,0.04411401,0.03325625,0.03318241
ALDH3A1,0.017890105,0.031424362,0.054810498,0.022673192,0.024366109,0.041870326
AC015818.8,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC015818.4,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
FAM27E5,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC069061.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC061975.6,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TMEM97,0.0420485,0.01774502,0.024282712,0.026145477,0.02946181,0.027608862
SEBOX,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC024619.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC011840.3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC011840.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OMG,0.025593633,0.046129163,0.023105273,0.028330708,0.023768062,0.024865806
AC007923.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC004253.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC026620.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC008133.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC011824.4,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC024610.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC004147.3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC004147.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC005549.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC011193.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC022916.4,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
SLFN13,0.021408096,0.024349872,0.022537246,0.024093894,0.021723153,0.022746306
GAS2L2,0.0138067175,0.020934472,0.014007713,0.015157342,0.014009556,0.013987355
CCL15,0.013536334,0.022443818,0.013267682,0.013813315,0.014045114,0.014752967
AC243773.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
ARHGAP23,0.02368676,0.01622772,0.033654626,0.03586791,0.02450111,0.026506463
TNS4,0.016670667,0.014725297,0.03648234,0.01470819,0.023998834,0.025177423
KRTAP3-3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
KRTAP1-4,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
KRTAP1-3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
KRTAP2-1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
KRTAP2-2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
KRTAP4-8,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
KRTAP4-16,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
KRTAP4-12,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
KRTAP4-4,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
KRTAP4-3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
KRTAP4-2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
KRTAP4-1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
KRTAP9-2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
KRTAP9-8,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
KRTAP9-4,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
KRTAP9-9,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
KRTAP16-1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
KRTAP17-1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
KRT15,0.02811605,0.018679958,0.0654295,0.03262095,0.029720776,0.03662052
KRT14,0.015419602,0.015604487,0.041582882,0.0154638905,0.012795283,0.028003009
KRT17,0.022678046,0.019089542,0.06314944,0.024940647,0.041553184,0.039792225
TTC25,0.022350736,0.031140905,0.017248793,0.022925435,0.016595175,0.016382858
ARL4D,0.029184869,0.0146047855,0.039307937,0.022548018,0.023604583,0.030278392
AC003098.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC015936.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC217774.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
SPPL2C,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LINC01974,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LRRC46,0.01917214,0.04131097,0.019007176,0.018770399,0.019770918,0.019593304
AC091179.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC091133.3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC091180.4,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LINC02075,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
NGFR,0.012129802,0.012175227,0.032402962,-0.009351721,0.012132484,0.014392236
AC006487.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC015909.4,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
MYCBPAP,0.012885144,0.021859933,0.015272358,0.014539603,0.013433095,0.013939989
CACNA1G-AS1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC021491.3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
ABCC3,0.027177364,0.016747175,0.03465823,0.036243968,0.028136004,0.026917838
AC091062.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC005823.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC005823.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
C17orf112,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
ANKFN1,0.025843684,0.026169423,0.012517345,0.016298437,0.014896129,0.019874388
SCPEP1,0.039622713,0.039153095,0.04679759,0.03479022,0.041737385,0.03668566
CCDC182,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC005901.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
MARCH10,0.016568916,0.025987856,0.0141620925,0.019907406,0.016291607,0.015497143
GH2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
CSH1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
PRR29,0.017824074,0.03255455,0.01629065,0.013907824,0.021874703,0.01905288
LINC02563,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
ABCA8,0.021633042,0.012448717,0.012677886,0.041420795,0.013037703,0.012178135
AC007423.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC118653.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC032019.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LINC02092,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
DNAI2,0.014967461,0.033817753,0.015431898,0.014383706,0.018142642,0.015497143
KIF19,0.013047022,0.024552519,0.014592754,0.0149139,0.015890922,0.014668495
GPR142,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
SLC9A3R1,0.031140907,0.021437975,0.035975076,0.023164269,0.037385385,0.04177719
ITGB4,0.01995449,0.02006801,0.041860327,0.03319034,0.029079778,0.031623382
UNC13D,0.023801472,0.013960332,0.015889822,0.042259507,0.018102702,0.014958886
FOXJ1,0.022319783,0.04465849,0.019421319,0.024564253,0.02324879,0.022919957
ST6GALNAC1,0.026648773,0.026444662,0.03938599,0.027459865,0.03983494,0.044439867
AC016168.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC021534.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC100791.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
CCDC40,0.025101809,0.027446747,0.018142281,0.02753752,0.018142642,0.01796056
AC127496.4,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
DCXR,0.04841342,0.020526743,0.039153095,0.036054816,0.042209156,0.04028348
FASN,0.045744915,0.018436842,0.026500136,0.03231807,0.032179873,0.0330775
UTS2R,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC068014.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
CETN1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGLJCOR18,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LINC01892,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AP005202.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AP005205.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AP006219.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AP001180.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AP005264.3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LINC01906,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AP005121.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AP005121.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AP005901.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
ANKRD29,0.036807984,0.0131862555,0.025381522,0.053269513,0.016342018,0.0153373
LAMA3,0.037412107,0.016102195,0.03370883,0.060828716,0.016773507,0.023692414
TTC39C,0.023949776,0.02266236,0.030908016,0.022957146,0.030294284,0.028773788
AC007922.3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC104961.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC110603.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
KCTD1,0.032302637,0.02146789,0.034948207,0.024462659,0.024165066,0.026322063
AQP4,0.04104434,0.01711945,0.017653035,0.049421806,0.028954085,0.018495116
CHST9,0.01714528,0.04736018,0.04061106,0.017543536,0.04269812,0.044669155
AC090506.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
DSC3,0.012758371,0.013221133,0.031567775,0.013122852,0.012382756,0.022636428
DSG3,0.013302629,0.012931334,0.028808314,0.012764468,0.012166532,0.021293985
AC025887.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC104985.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC090386.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
ELOA3D,-0.009368794,-0.009368793,-0.009368793,-0.009351721,0.012030486,-0.009360258
AC102797.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
CFAP53,0.019869644,0.044429258,0.019827316,0.018865772,0.020948859,0.019481631
AC016383.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TCF4,0.027215637,0.020153452,0.038329672,0.028863585,0.03582517,0.0351331
AC100775.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LINC02565,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC105105.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC104971.3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
SERPINB5,0.012311771,0.016505476,0.037828628,0.012637995,0.016065663,0.027453303
SERPINB13,0.012311771,0.014197803,0.037073538,0.012523328,0.015978184,0.028981699
SERPINB4,0.012197957,0.015040411,0.04195408,0.012294859,0.028663898,0.039872926
SERPINB11,0.012311771,0.014293186,0.021768939,0.012660964,0.0299393,0.036362655
SERPINB3,0.015977116,0.019034605,0.04857186,0.015760604,0.042305525,0.0673848
AC007948.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC007631.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC023394.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC005909.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC090415.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
FBXO15,0.017456807,0.025452001,0.017548231,0.020148821,0.015519328,0.017149372
CYB5A,0.059360117,0.05209477,0.051667124,0.047098104,0.06310434,0.05510922
AC116003.3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC116003.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC103808.5,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC123786.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC134978.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC107892.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC012572.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC044873.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC091027.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
PLPP2,0.02631578,0.039944552,0.04376518,0.022846334,0.044061445,0.04345589
AC005379.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
GRIN3B,0.01473737,0.022725154,0.013384278,0.01923652,0.014009556,0.013656935
GAMT,0.024215747,0.01630325,0.032861736,0.022610527,0.027976329,0.025073072
EEF2,0.05324407,0.036873944,0.056657467,0.042749055,0.052502368,0.053016823
TNFAIP8L1,0.02072985,0.03128208,0.021648105,0.020406708,0.020919522,0.020186812
ZNRF4,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
CATSPERD,0.018625766,0.037073538,0.015137898,0.019084917,0.018938858,0.01614366
FUT6,0.020758988,0.014496644,0.015815169,0.0125576975,0.02261486,0.03371688
CAPS,0.030137481,0.08103614,0.037343785,0.02845242,0.03904838,0.03688275
C3,0.04431617,0.018788638,0.033333033,0.032020323,0.05142265,0.04563033
MBD3L2B,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
MBD3L5,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
MBD3L3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
CTXN1,0.015592133,0.027524365,0.014991761,0.020020757,0.016569776,0.018240055
AC092316.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
ACTL9,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
MUC16,0.014162093,0.02893303,0.024756959,0.0136602,0.031933088,0.04508066
OR7G1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR7G3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
CCDC151,0.020411354,0.022946179,0.016939215,0.017793022,0.01464248,0.014536127
ZNF440,0.027719693,0.026742196,0.025487324,0.028905177,0.024773505,0.026212178
OR7C2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR10H4,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
NWD1,0.016670667,0.028602194,0.021829566,0.015884958,0.017184714,0.023206769
BST2,0.03090802,0.018544655,0.040956594,0.03444635,0.03766159,0.037421037
SSBP4,0.032758735,0.034715816,0.03190693,0.028069505,0.031307008,0.029489908
ISYNA1,0.023752242,0.018952392,0.037412103,0.021688623,0.026005462,0.027107503
AC005387.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
GDF1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
HOMER3,0.018477228,0.014460663,0.030678049,0.025044383,0.02242779,0.02428851
AC073539.3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC020905.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC079466.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC008991.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC011524.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC011524.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC011474.3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC011474.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC011478.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LINC01834,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC008992.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC008794.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC011525.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC011525.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
