gene,AT1,AT2,Basal,Ciliated,Goblet,Secretory,KRT5-/KRT17+
OR52D1,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
UBQLN3,-0.0048165284,-0.004851742,-0.0055885944,0.016502878,-0.0054996456,-0.005405569,-0.0055836546
OR52B6,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR52N4,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,0.019237049,-0.005405569,-0.0055836546
OR52N5,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR52E6,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR52E8,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR52E4,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR52E5,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR56A5,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR52L1,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR56A4,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR56A1,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR56B4,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR52B2,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR52W1,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR10A5,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR10A2,-0.0048165284,-0.004851742,-0.0055885944,0.016329927,-0.0054996456,0.019442778,-0.0055836546
OR10A4,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR2D2,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR2D3,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
RBMXL2,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR10A3,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
NLRP10,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
CASC23,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
STK33,0.038123794,0.03675978,0.025097968,0.042836808,0.026255874,0.0303987,0.031145556
C11orf16,-0.0048165284,-0.004851742,0.023205493,0.03153078,0.021828739,0.020690013,0.020415826
MTRNR2L8,0.030935813,0.034451827,0.044505235,0.033791125,0.042242654,0.03778857,0.022175344
DKK3,0.030350925,0.025719246,0.03688699,0.019191075,0.021922199,0.019734368,0.03525199
NUCB2,0.035236187,0.037356097,0.038350806,0.045511894,0.04569937,0.04246903,0.034882348
MYOD1,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
MRGPRX4,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
SAA2,0.026208827,0.025484568,0.033121757,0.049571212,0.040420737,0.054453872,0.026005104
SAA1,0.030287169,0.031044351,0.043064177,0.06459458,0.05002509,0.06204293,0.032235913
MRGPRX1,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
SLC17A6,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
LINC01495,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
LINC00678,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
FSHB,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
DCDC1,0.022121018,0.027310409,0.019476462,0.037268616,0.019544618,0.02040605,0.021872083
CD44,0.0375991,0.044943877,0.04371267,0.022507576,0.0361422,0.033875298,0.037111394
C11orf74,0.02944885,0.032822583,0.029321538,0.03188597,0.029217843,0.028572412,0.029501887
LINC01493,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
C11orf96,0.026323693,0.044850975,0.02411133,0.021138916,0.023353644,0.026488084,0.029267224
ACCSL,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
ALX4,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
CD82,0.029754622,0.030600084,0.03636629,0.024829865,0.036805097,0.03955806,0.034927998
CREB3L1,0.029418567,0.037458036,0.03167215,0.019357156,0.03928321,0.033342775,0.031464346
MDK,0.02785509,0.028364895,0.03799739,0.025852665,0.04640345,0.0468993,0.05070946
CHRM4,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
FAM180B,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
AGBL2,0.027241075,0.023596492,0.020556604,0.027496433,0.023187181,0.027877782,0.021955311
OR4B1,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR4X1,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR4S1,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR4C3,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR4C5,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR4A47,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
TRIM64C,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR4C13,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR4C12,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR4C46,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR4A5,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
TRIM48,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR4A16,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR4A15,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR4C15,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR4C11,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR4P4,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR4S2,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR4C6,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR5D14,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR5D18,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR5L2,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR5D16,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
TRIM51,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR5W2,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR5I1,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR10AG1,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR5F1,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR8I2,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR8H2,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR8H3,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR8J3,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR8K5,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR5J2,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR5T2,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR5T3,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR5T1,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR8H1,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR8K1,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR8J1,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR8U1,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR5M9,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR5M3,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR5M8,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR5M11,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR5M10,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR5M1,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR5AP2,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR9G1,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR9G4,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
PRG3,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR9I1,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR9Q2,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR1S2,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR10Q1,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR10W1,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR5B17,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR5B3,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR5B2,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR5B12,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR5B21,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
GLYAT,-0.0048165284,-0.004851742,-0.0055885944,0.017530393,-0.0054996456,-0.005405569,-0.0055836546
OR5AN1,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR5A2,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR5A1,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR4D6,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR4D10,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR4D11,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR10V1,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
TCN1,-0.0048165284,-0.004851742,0.022327887,0.01914515,0.038185284,0.032408487,0.019830067
OOSP2,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
MS4A5,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
MS4A8,0.024737101,0.025607739,0.023506625,0.04627637,0.03639318,0.03460342,0.024013817
MS4A18,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
MS4A15,0.04268963,0.031094456,-0.0055885944,0.020613575,0.018723711,0.027736554,0.022429647
PTGDR2,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
ZP1,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
PGA3,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
PGA4,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
PGA5,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
PPP1R32,0.025496406,0.023428837,0.019910192,0.02758162,0.021766655,0.022144556,0.021521896
LRRC10B,-0.0048165284,-0.004851742,0.021302627,0.030688254,0.0213572,0.021738347,0.019991843
SCGB2A1,-0.0048165284,-0.004851742,0.022605546,0.032387044,0.03316505,0.025819004,0.02408311
SCGB1D2,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
SCGB2A2,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
SCGB1D4,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
SCGB1A1,0.045240033,0.04274125,0.04629671,0.062421754,0.072165646,0.07669196,0.043917228
SLC22A9,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
KCNK4,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,0.019631738
AP003774.1,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
AP005273.1,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
SLC22A11,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
SLC22A12,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
NRXN2,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,0.019442778,-0.0055836546
SPDYC,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
MALAT1,0.07957626,0.075101174,0.07590781,0.07422401,0.07628317,0.07003268,0.07592834
CST6,0.040017635,0.027459366,0.020043787,0.030208545,0.025308108,0.02401229,0.045044735
GAL3ST3,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
ACTN3,0.022706307,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
GPR152,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
CABP2,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
TBX10,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,0.018723711,-0.005405569,-0.0055836546
ALDH3B1,0.03935564,0.03554854,0.026650548,0.03828508,0.03312511,0.031494234,0.028508767
MRGPRD,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
MRGPRF-AS1,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
AP000439.2,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,0.018663727
AP000439.3,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
FGF19,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
FGF4,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
FGF3,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
ANO1-AS1,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
KRTAP5-7,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,0.018723711,-0.005405569,-0.0055836546
DEFB108B,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
LRTOMT,0.028022306,0.030183116,0.026891448,0.030618759,0.026889516,0.02401229,0.02512918
FOLR1,0.050048627,0.04354028,0.032532085,0.03469174,0.035276264,0.04961204,0.040024854
PHOX2A,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
LINC01537,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
ARAP1-AS1,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
DNAJB13,0.025731072,-0.004851742,0.02181433,0.02901007,0.021694446,0.021218179,0.028185848
UCP2,0.028533299,0.03343035,0.027648974,0.03266453,0.039347205,0.03469164,0.03577762
KCNE3,-0.0048165284,0.029994069,0.026282229,0.023610508,0.034683913,0.023602396,0.024386274
MAP6,0.031354375,0.025719246,0.02479537,0.027327383,0.02266338,0.022472965,0.022730289
AP001189.4,-0.0048165284,-0.004851742,-0.0055885944,0.017530393,-0.0054996456,-0.005405569,-0.0055836546
OMP,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
GDPD4,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
CCDC81,0.024142088,-0.004851742,0.020216681,0.027439889,0.023918651,0.022144556,0.020164357
PRSS23,0.035062946,0.02798332,0.049435876,0.024854125,0.052642662,0.039622746,0.039956383
CTSC,0.034185253,0.03766422,0.04029194,0.024757277,0.048714753,0.045389038,0.034434114
TRIM77,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
TRIM49,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
TRIM64B,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
TRIM49D1,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
TRIM49D2,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
TRIM64,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
TRIM49C,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
UBTFL1,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
IZUMO1R,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
C11orf97,0.023075785,0.022976987,0.0247474,0.03886099,0.022321345,0.023411686,0.021369178
KDM4E,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
JRKL-AS1,-0.0048165284,-0.004851742,-0.0055885944,0.018094996,-0.0054996456,-0.005405569,-0.0055836546
CEP126,0.030511368,0.029212983,0.029104799,0.037617538,0.028085513,0.028705897,0.026844883
MMP7,0.027308315,0.033902466,0.029104799,0.022251815,0.032770567,0.049449034,0.062151257
MMP20,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,0.018952083,-0.0055836546
MMP10,-0.0048165284,-0.004851742,0.051931378,0.021078793,0.03150387,0.02565546,0.024958858
DYNC2H1,0.036181197,0.036711223,0.031563602,0.03967655,0.025543641,0.033750627,0.028807921
DDI1,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
C11orf87,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
C11orf88,0.028247649,0.023596492,0.028427135,0.05077942,0.028567703,0.0276244,0.022991506
PIH1D2,0.029222976,0.025216203,0.022530429,0.02836923,0.022321345,0.022472965,0.023750434
NCAM1-AS1,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
NXPE1,-0.0048165284,-0.004851742,-0.0055885944,0.016726876,-0.0054996456,-0.005405569,-0.0055836546
NXPE4,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
CADM1,0.053989574,0.045517787,0.032725956,0.022788405,0.025308108,0.03338304,0.03772061
AP000997.2,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
APOA4,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
TAGLN,0.040650435,0.031638637,0.031420093,0.0232062,0.02604953,0.029097646,0.04879795
TMPRSS4,-0.0048165284,0.025607739,0.039346702,0.025623014,0.038661145,0.035233166,0.031572137
FOXR1,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
CCDC153,0.022966484,0.029576177,0.026783973,0.036016896,0.027435506,0.026357498,0.025055995
MFRP,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
TRIM29,0.027661894,0.023596492,0.040362462,0.026667958,0.034375306,0.024655286,0.026979785
BSX,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR6X1,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR6M1,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
TMEM225,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR8D4,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR4D5,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR6T1,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR10S1,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR10G6,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR10G4,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR10G9,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR10G8,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR10G7,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR10D3,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR8G1,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR8G5,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR8D1,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR8B8,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
OR8B12,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
PANX3,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
SPA17,0.030869812,0.03416447,0.028471451,0.03879557,0.028881997,0.025518185,0.02747431
NRGN,0.026259795,0.04177604,0.020216681,0.0205549,0.019818159,0.022472965,0.02355799
HEPN1,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
PKNOX2-AS1,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
ACRV1,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
PATE1,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
PATE2,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,0.019129137
PATE3,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,0.019129137
PATE4,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
KIRREL3-AS2,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
KIRREL3-AS3,-0.0048165284,-0.004851742,-0.0055885944,-0.006021534,-0.0054996456,-0.005405569,-0.0055836546
